cityName,population,coords,countryName,continent,officialLanguage
Nanyang,9713112,Point(112.52921 32.99871),People's Republic of China,Asia,Putonghua
Baicheng,1551378,Point(122.832 45.6148),People's Republic of China,Asia,Putonghua
Liaocheng,5952128,Point(115.983333333 36.45),People's Republic of China,Asia,Putonghua
Loudi,3931800,Point(111.99742 27.73776),People's Republic of China,Asia,Putonghua
Xinxiang,5708191,Point(113.88515 35.29917),People's Republic of China,Asia,Putonghua
Xinyu,1202499,Point(114.924167 27.795),People's Republic of China,Asia,Putonghua
Xinzhou,3067501,Point(112.7233 38.41778),People's Republic of China,Asia,Putonghua
Ma'anshan,2159930,Point(118.360472 31.713531),People's Republic of China,Asia,Putonghua
Harbin,10009854,Point(126.633333333 45.75),People's Republic of China,Asia,Putonghua
Baicheng,2032356,Point(122.832 45.6148),People's Republic of China,Asia,Putonghua
Jinan,9202432,Point(116.983333333 36.666666666),People's Republic of China,Asia,Putonghua
Jiaozuo,3590700,Point(113.2304 35.22904),People's Republic of China,Asia,Putonghua
Pingdingshan,4987137,Point(113.29992 33.73499),People's Republic of China,Asia,Putonghua
Xinyang,6234401,Point(114.06722 32.12641),People's Republic of China,Asia,Putonghua
Wuhu,3644420,Point(118.36223 31.33398),People's Republic of China,Asia,Putonghua
Ganzhou,8970014,Point(114.933611111 25.829166666),People's Republic of China,Asia,Putonghua
Xuchang,4307488,Point(113.82014 34.02444),People's Republic of China,Asia,Putonghua
Dongying,2193518,Point(118.466666666 37.45),People's Republic of China,Asia,Putonghua
Anqing,4165284,Point(117.033333333 30.5),People's Republic of China,Asia,Putonghua
Hebi,1569208,Point(114.2887 35.74975),People's Republic of China,Asia,Putonghua
Lüliang,3727068,Point(111.13545 37.52028),People's Republic of China,Asia,Putonghua
Yiyang,3851564,Point(112.333333333 28.583333333),People's Republic of China,Asia,Putonghua
Songyuan,2750000,Point(124.808 45.1388),People's Republic of China,Asia,Putonghua
Pingxiang,1804805,Point(113.85 27.633333333),People's Republic of China,Asia,Putonghua
Yuncheng,4774508,Point(110.99796 35.03042),People's Republic of China,Asia,Putonghua
Songyuan,2252994,Point(124.808 45.1388),People's Republic of China,Asia,Putonghua
Linfen,3976481,Point(111.50865 36.08121),People's Republic of China,Asia,Putonghua
Huaibei,1970265,Point(116.78904 33.95618),People's Republic of China,Asia,Putonghua
Jiaozuo,3521078,Point(113.2304 35.22904),People's Republic of China,Asia,Putonghua
Changde,5279102,Point(111.6839 29.03966),People's Republic of China,Asia,Putonghua
Yingtan,1154223,Point(117.0 28.233333333),People's Republic of China,Asia,Putonghua
Chenzhou,4667134,Point(113.02667 25.79893),People's Republic of China,Asia,Putonghua
Puyang,3772088,Point(115.02996 35.76392),People's Republic of China,Asia,Putonghua
Baishan,1296127,Point(126.41794 41.93771),People's Republic of China,Asia,Putonghua
Xinxiang,6251929,Point(113.88515 35.29917),People's Republic of China,Asia,Putonghua
Yingtan,1175000,Point(117.0 28.233333333),People's Republic of China,Asia,Putonghua
Puyang,3598740,Point(115.02996 35.76392),People's Republic of China,Asia,Putonghua
Luohe,2367490,Point(114.0109 33.58299),People's Republic of China,Asia,Putonghua
Xuchang,4379998,Point(113.82014 34.02444),People's Republic of China,Asia,Putonghua
Xinzhou,2689668,Point(112.7233 38.41778),People's Republic of China,Asia,Putonghua
Weihai,2906548,Point(122.1 37.5),People's Republic of China,Asia,Putonghua
Ma'anshan,2159930,Point(118.51008 31.68579),People's Republic of China,Asia,Putonghua
Xinyu,1186700,Point(114.924167 27.795),People's Republic of China,Asia,Putonghua
Sanmenxia,2034872,Point(111.19497 34.77362),People's Republic of China,Asia,Putonghua
Pingdingshan,4904701,Point(113.29992 33.73499),People's Republic of China,Asia,Putonghua
Lüliang,3398431,Point(111.13545 37.52028),People's Republic of China,Asia,Putonghua
Changde,5827200,Point(111.6839 29.03966),People's Republic of China,Asia,Putonghua
Lanzhou,3616163,Point(103.83177 36.06171),People's Republic of China,Asia,Putonghua
Guilin,5085500,Point(110.283333333 25.266666666),People's Republic of China,Asia,Putonghua
Nanchang,5042566,Point(115.887222 28.684167),People's Republic of China,Asia,Putonghua
Guiyang,5987018,Point(106.707777777 26.579444444),People's Republic of China,Asia,Putonghua
Jingdezhen,1673200,Point(117.203611 29.294167),People's Republic of China,Asia,Putonghua
Bayannur,1538715,Point(107.414444444 40.756666666),People's Republic of China,Asia,Putonghua
Chongzuo,2088692,Point(107.366666666 22.416666666),People's Republic of China,Asia,Putonghua
Ordos City,2153638,Point(109.9975 39.815),People's Republic of China,Asia,Putonghua
Lishui,2116957,Point(119.916666666 28.45),People's Republic of China,Asia,Putonghua
Jingdezhen,1618979,Point(117.203611 29.294167),People's Republic of China,Asia,Putonghua
Nanning,8741584,Point(108.31501 22.81918),People's Republic of China,Asia,Putonghua
Zhongwei,1046000,Point(105.18838 37.51386),People's Republic of China,Asia,Putonghua
Fuxin,1647280,Point(121.648553 42.012669),People's Republic of China,Asia,Putonghua
Hefei,9369881,Point(117.28083 31.86389),People's Republic of China,Asia,Putonghua
Zibo,4704138,Point(118.049722 36.783056),People's Republic of China,Asia,Putonghua
Zhangjiajie,1517027,Point(110.48442 29.12548),People's Republic of China,Asia,Putonghua
Huangshan,1330565,Point(118.31506 29.71318),People's Republic of China,Asia,Putonghua
Maoming,6174050,Point(110.91783 21.66182),People's Republic of China,Asia,Putonghua
Nanchang,4331668,Point(115.887222 28.684167),People's Republic of China,Asia,Putonghua
Bazhong,2712894,Point(106.75586 31.85764),People's Republic of China,Asia,Putonghua
Chongzuo,2099400,Point(107.366666666 22.416666666),People's Republic of China,Asia,Putonghua
Luoyang,7056699,Point(112.453611111 34.683611111),People's Republic of China,Asia,Putonghua
Shaoyang,6563520,Point(111.47247 27.24176),People's Republic of China,Asia,Putonghua
Jixi,1862165,Point(130.96496 45.29366),People's Republic of China,Asia,Putonghua
Fuxin,1819339,Point(121.648553 42.012669),People's Republic of China,Asia,Putonghua
Guiyang,4881900,Point(106.707777777 26.579444444),People's Republic of China,Asia,Putonghua
Bazhong,3283148,Point(106.75586 31.85764),People's Republic of China,Asia,Putonghua
Guilin,4931137,Point(110.286388888 25.281944444),People's Republic of China,Asia,Putonghua
Dingxi,2524097,Point(104.626278 35.580611),People's Republic of China,Asia,Putonghua
Bayannur,1669915,Point(107.414444444 40.756666666),People's Republic of China,Asia,Putonghua
Haikou,2873358,Point(110.32 20.02),People's Republic of China,Asia,Putonghua
Luoyang,7056699,Point(112.42447 34.65867),People's Republic of China,Asia,Putonghua
Jinzhou,2703853,Point(121.129166666 41.114444444),People's Republic of China,Asia,Putonghua
Jinzhou,3126463,Point(121.129166666 41.114444444),People's Republic of China,Asia,Putonghua
Maoming,6313200,Point(110.91783 21.66182),People's Republic of China,Asia,Putonghua
Guilin,4931137,Point(110.283333333 25.266666666),People's Republic of China,Asia,Putonghua
Lishui,2507396,Point(119.916666666 28.45),People's Republic of China,Asia,Putonghua
Zhangjiajie,1537900,Point(110.48442 29.12548),People's Republic of China,Asia,Putonghua
Foshan,9498863,Point(113.105556 23.029167),People's Republic of China,Asia,Putonghua
Hulunbuir,2242875,Point(119.75097 49.21534),People's Republic of China,Asia,Putonghua
Jiamusi,2552097,Point(130.36531 46.80808),People's Republic of China,Asia,Putonghua
Bangkok,5676648,Point(100.516666666 13.75),Thonburi Kingdom,Asia,
Tripoli,1293016,Point(13.18746 32.87519),Italian Tripolitania,Africa,
Montevideo,1302954,Point(-56.191311111 -34.905916666),Uruguay,South America,
Addis Ababa,5704000,Point(38.736944444 9.027222222),Ethiopia,Africa,
Shangqiu,7816831,Point(115.64673 34.42592),Song,Asia,
Ürümqi,4054369,Point(87.6125 43.8225),People's Republic of China,Asia,Putonghua
Zunyi,6270700,Point(106.93363 27.70498),People's Republic of China,Asia,Putonghua
Xuancheng,2500063,Point(118.75178 30.94751),People's Republic of China,Asia,Putonghua
Chizhou,1342764,Point(117.48487 30.65826),People's Republic of China,Asia,Putonghua
Ji'an,4469176,Point(114.97927 27.11716),People's Republic of China,Asia,Putonghua
Ji'an,4956600,Point(114.97927 27.11716),People's Republic of China,Asia,Putonghua
Yichun,5007702,Point(114.38303 27.80412),People's Republic of China,Asia,Putonghua
Sanya,1031396,Point(109.503611111 18.253333333),People's Republic of China,Asia,Putonghua
Zunyi,6606675,Point(106.93363 27.70498),People's Republic of China,Asia,Putonghua
Zhengzhou,12600574,Point(113.66051 34.74919),People's Republic of China,Asia,Putonghua
Bozhou,4996844,Point(115.77422 33.86264),People's Republic of China,Asia,Putonghua
Jieyang,5577814,Point(116.36495 23.55334),People's Republic of China,Asia,Putonghua
Zhengzhou,10136000,Point(113.66051 34.74919),People's Republic of China,Asia,Putonghua
