cityName,population,coords,countryName,continent,officialLanguage
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Zimbabwe Sign Language
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,Xhosa
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Tamasheq
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Songhay
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Taiwanese Hakka
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Paiwan
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,Xhosa
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,Xhosa
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,Xhosa
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,Xhosa
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Taiwanese Hakka
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Paiwan
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Taiwanese Hakka
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Paiwan
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,Xhosa
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Taiwanese Hakka
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Paiwan
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Taiwanese Hakka
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Paiwan
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,Xhosa
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,Xhosa
Lagos,8048430,Point(-8.67422 37.10202),Portugal,Europe,Mirandese
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Taiwanese Hakka
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Paiwan
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,Xhosa
Conakry,1667864,Point(-13.712222222 9.509166666),Guinea,Africa,languages of Guinea
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Taiwanese Hakka
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Paiwan
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Taiwanese Hakka
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Paiwan
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,Xhosa
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,Xhosa
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Zimbabwe Sign Language
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,Xhosa
Tangier,1275428,Point(-5.803888888 35.776666666),Morocco,Africa,Standard Moroccan Tamazight
Fez,1167842,Point(-5.003333333 34.043333333),Morocco,Africa,Standard Moroccan Tamazight
Marrakesh,1002697,Point(-7.98108 31.62947),Morocco,Africa,Standard Moroccan Tamazight
New Cairo,1500000,Point(31.47 30.03),Egypt,Africa,Arabic
Jeddah,4697000,Point(39.172777777 21.542777777),Saudi Arabia,Asia,Arabic
Amman,4007526,Point(35.933333333 31.95),Jordan,Asia,Arabic
Shobra Elkhema,1025569,Point(31.242222222 30.128611111),Egypt,Africa,Arabic
Alexandria,5362517,Point(29.8925 31.1975),Egypt,Africa,Arabic
N'Djamena,1092066,Point(15.05 12.11),Chad,Africa,Arabic
Damascus,2685360,Point(36.291944444 33.513055555),Syria,Asia,Arabic
Riyadh,7009100,Point(46.71 24.65),Saudi Arabia,Asia,Arabic
Doha,1186023,Point(51.529444444 25.286111111),Qatar,Asia,Arabic
Basra,1326564,Point(47.81 30.515),Iraq,Asia,Arabic
Aden,1154410,Point(45.033333333 12.8),Yemen,Asia,Arabic
Sanaa,2957000,Point(44.2 15.35),Yemen,Asia,Arabic
Irbid,1911600,Point(35.85 32.555555555),Jordan,Asia,Arabic
Giza,4458135,Point(31.2118 29.987),Egypt,Africa,Arabic
Beirut,2421354,Point(35.513055555 33.886944444),Lebanon,Asia,Arabic
Kuwait City,2989000,Point(47.98 29.375),Kuwait,Asia,Arabic
Mosul,1792000,Point(43.116666666 36.366666666),Iraq,Asia,Arabic
Muscat,1421409,Point(58.592222222 23.613888888),Oman,Asia,Arabic
Cairo,9801536,Point(31.235833333 30.044444444),Egypt,Africa,Arabic
Aleppo,2003671,Point(37.16 36.2),Syria,Asia,Arabic
Algiers,2364230,Point(3.058611111 36.776388888),Algeria,Africa,Arabic
Medina,1411599,Point(39.61 24.47),Saudi Arabia,Asia,Arabic
Baghdad,8126755,Point(44.366111111 33.315277777),Iraq,Asia,Arabic
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Truku
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Matsu dialect
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Kinmen dialect
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Wuqiu dialect
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Barwe
Bamako,4227569,Point(-7.992222222 12.645833333),Mali,Africa,Bobo
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Truku
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Matsu dialect
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Kinmen dialect
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Wuqiu dialect
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Truku
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Matsu dialect
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Kinmen dialect
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Wuqiu dialect
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Truku
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Matsu dialect
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Kinmen dialect
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Wuqiu dialect
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Truku
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Matsu dialect
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Kinmen dialect
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Wuqiu dialect
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Truku
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Matsu dialect
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Kinmen dialect
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Wuqiu dialect
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Truku
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Matsu dialect
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Kinmen dialect
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Wuqiu dialect
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Truku
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Matsu dialect
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Kinmen dialect
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Wuqiu dialect
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Truku
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Matsu dialect
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Kinmen dialect
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Wuqiu dialect
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Barwe
Zamboanga City,1018849,Point(122.076111111 6.904166666),Philippines,Asia,Taglish
Incheon,3049315,Point(126.648611111 37.463888888),South Korea,Asia,Korean Sign Language
Seoul,9668465,Point(126.99 37.56),South Korea,Asia,Korean Sign Language
Harare,2150000,Point(31.052222222 -17.829166666),Zimbabwe,Africa,Nambya
Quezon City,3084270,Point(121.0475 14.65),Philippines,Asia,Taglish
Busan,3453198,Point(129.075 35.18),South Korea,Asia,Korean Sign Language
Ulsan,1127553,Point(129.316666666 35.55),South Korea,Asia,Korean Sign Language
Davao City,1848947,Point(125.609441666 7.066233333),Philippines,Asia,Taglish
Gwangju,1409624,Point(126.916666666 35.166666666),South Korea,Asia,Korean Sign Language
Hwaseong,1004079,Point(126.766666666 37.2),South Korea,Asia,Korean Sign Language
Yongin,1084817,Point(127.201111111 37.236111111),South Korea,Asia,Korean Sign Language
Daegu,2444412,Point(128.601666666 35.871666666),South Korea,Asia,Korean Sign Language
Taguig,1308085,Point(121.05 14.516666666),Philippines,Asia,Taglish
Metro Manila,14001751,Point(121.0 14.583333333),Philippines,Asia,Taglish
Goyang,1061929,Point(126.835 37.656388888),South Korea,Asia,Korean Sign Language
Manila,1902590,Point(120.977222222 14.595833333),Philippines,Asia,Taglish
Changwon,1009998,Point(128.681111111 35.228055555),South Korea,Asia,Korean Sign Language
Daejeon,1475221,Point(127.385 36.35),South Korea,Asia,Korean Sign Language
Bishkek,1191000,Point(74.566666666 42.866666666),Kyrgyzstan,Asia,Kyrgyz
Gwangju,1490092,Point(126.916666666 35.166666666),South Korea,Asia,Korean Sign Language
Suwon,1234300,Point(127.01 37.285833333),South Korea,Asia,Korean Sign Language
Caloocan,1712945,Point(120.966666666 14.65),Philippines,Asia,Taglish
Masvingo,1638528,Point(30.832777777 -20.074444444),Zimbabwe,Africa,Nambya
Daegu,2376044,Point(128.601666666 35.871666666),South Korea,Asia,Korean Sign Language
Monterrey,1142952,Point(-100.318055555 25.684444444),Mexico,North America,Nahuatl
Greater Mexico City,21905000,Point(-99.133158333 19.432519444),Mexico,North America,Nahuatl
Guadalajara,1385621,Point(-103.342222222 20.676388888),Mexico,North America,Nahuatl
Tijuana,1964788,Point(-117.037155 32.536447),Mexico,North America,Nahuatl
Mexico City,9209944,Point(-99.13589 19.353773),Mexico,North America,Nahuatl
Ciudad Juárez,1512450,Point(-106.42 31.6685),Mexico,North America,Nahuatl
Zapopan,1257547,Point(-103.391111111 20.720833333),Mexico,North America,Nahuatl
El Paso–Juárez,2400000,Point(-106.48694444 31.73944444),Mexico,North America,Nahuatl
San Luis Potosí,2822255,Point(-100.975 22.149722222),Mexico,North America,Nahuatl
Ciudad Juárez,1321004,Point(-106.42 31.6685),Mexico,North America,Nahuatl
El Paso–Juárez,2539946,Point(-106.48694444 31.73944444),Mexico,North America,Nahuatl
Veracruz,8062579,Point(-96.153333333 19.190277777),Mexico,North America,Nahuatl
León de Los Aldama,1579803,Point(-101.683333333 21.121944444),Mexico,North America,Nahuatl
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,Afrikaans
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,Afrikaans
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,Afrikaans
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,Afrikaans
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,Afrikaans
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,Afrikaans
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,Afrikaans
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,Afrikaans
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,Afrikaans
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,Afrikaans
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,Afrikaans
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,Afrikaans
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,Afrikaans
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,Afrikaans
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,Afrikaans
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,Afrikaans
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,Venda
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,Venda
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,Venda
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,Venda
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,Venda
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,Venda
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,Venda
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,Venda
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,Venda
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,Venda
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,Venda
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,Venda
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,Venda
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,Venda
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,Venda
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,Venda
Sydney,5450496,Point(151.21 -33.867777777),Australia,Oceania,Auslan
Adelaide,1387290,Point(138.6 -34.9275),Australia,Oceania,Auslan
Perth,2141834,Point(115.859722222 -31.955833333),Australia,Oceania,Auslan
Pyongyang,2863000,Point(125.7475 39.016666666),North Korea,Asia,North Korean standard language
Melbourne,5350705,Point(144.963055555 -37.814166666),Australia,Oceania,Auslan
Brisbane,2706966,Point(153.027777777 -27.467777777),Australia,Oceania,Auslan
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,Northern Sotho
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,Northern Sotho
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,Northern Sotho
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,Northern Sotho
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,Northern Sotho
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,Northern Sotho
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,Northern Sotho
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,Northern Sotho
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,Northern Sotho
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,Northern Sotho
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,Northern Sotho
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,Northern Sotho
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,Northern Sotho
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,Northern Sotho
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,Northern Sotho
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,Northern Sotho
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,Tsonga
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,Tsonga
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,Tsonga
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,Tsonga
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,Tsonga
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,Tsonga
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,Tsonga
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,Tsonga
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,Tsonga
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,Tsonga
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,Tsonga
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,Tsonga
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,Tsonga
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,Tsonga
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,Tsonga
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,Tsonga
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,Sesotho
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,Sesotho
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,Sesotho
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,Sesotho
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,Sesotho
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,Sesotho
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,Sesotho
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,Sesotho
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,Sesotho
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,Sesotho
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,Sesotho
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,Sesotho
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,Sesotho
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,Sesotho
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,Sesotho
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,Sesotho
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Amis
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Amis
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Amis
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Amis
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Amis
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Amis
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Amis
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Amis
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Amis
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,Swazi
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,Tswana
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,Swazi
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,Tswana
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,Swazi
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,Tswana
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,Swazi
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,Tswana
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Taiwanese Sign Language
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,Swazi
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,Tswana
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Taiwanese Sign Language
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,Swazi
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,Tswana
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,Swazi
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,Tswana
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,Swazi
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,Tswana
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,Swazi
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,Tswana
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Taiwanese Sign Language
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Taiwanese Sign Language
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,Swazi
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,Tswana
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Taiwanese Sign Language
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Taiwanese Sign Language
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,Swazi
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,Tswana
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,Swazi
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,Tswana
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Taiwanese Sign Language
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,Swazi
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,Tswana
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Taiwanese Sign Language
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Taiwanese Sign Language
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,Swazi
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,Tswana
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,Swazi
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,Tswana
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,Swazi
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,Tswana
Santa Cruz de la Sierra,3151676,Point(-63.1975 -17.789166666),Bolivia,South America,Guarani
Auckland,1470100,Point(174.765277777 -36.849166666),New Zealand,Oceania,New Zealand Sign Language
Auckland,1470100,Point(174.765277777 -36.849166666),New Zealand,Oceania,Māori
Basra,1326564,Point(47.81 30.515),Iraq,Asia,Kurdish
Mosul,1792000,Point(43.116666666 36.366666666),Iraq,Asia,Kurdish
Baghdad,8126755,Point(44.366111111 33.315277777),Iraq,Asia,Kurdish
City of Tshwane Metropolitan Municipality,3275152,Point(28.333333333 -25.666666666),South Africa,Africa,Southern Ndebele
Cape Town,3776313,Point(18.423888888 -33.925277777),South Africa,Africa,Southern Ndebele
Nelson Mandela Bay Metropolitan Municipality,1152115,Point(25.6 -33.95),South Africa,Africa,Southern Ndebele
eThekwini Metropolitan Municipality,3702231,Point(31.016666666 -29.866666666),South Africa,Africa,Southern Ndebele
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.31262 -26.1989),South Africa,Africa,Southern Ndebele
City of Johannesburg Metropolitan Municipality,4949347,Point(28.040605722 -26.204970437),South Africa,Africa,Southern Ndebele
Johannesburg,4803262,Point(28.041638888 -26.204361111),South Africa,Africa,Southern Ndebele
eThekwini Metropolitan Municipality,3702231,Point(30.85062 -29.80547),South Africa,Africa,Southern Ndebele
City of Cape Town,3740026,Point(18.5 -34.0),South Africa,Africa,Southern Ndebele
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.333333333 -26.166666666),South Africa,Africa,Southern Ndebele
City of Tshwane Metropolitan Municipality,2921488,Point(28.333333333 -25.666666666),South Africa,Africa,Southern Ndebele
Nelson Mandela Bay Metropolitan Municipality,1263051,Point(25.6 -33.95),South Africa,Africa,Southern Ndebele
City of Johannesburg Metropolitan Municipality,4434827,Point(28.040605722 -26.204970437),South Africa,Africa,Southern Ndebele
City of Ekurhuleni Metropolitan Municipality,3379104,Point(28.31262 -26.1989),South Africa,Africa,Southern Ndebele
City of Ekurhuleni Metropolitan Municipality,3178470,Point(28.333333333 -26.166666666),South Africa,Africa,Southern Ndebele
Soweto,1271628,Point(27.858611111 -26.267777777),South Africa,Africa,Southern Ndebele
Singapore,5866139,Point(103.8 1.3),Singapore,Asia,Standard Chinese
Tainan,1854682,Point(120.185 22.99),Taiwan,Asia,Taiwanese Hokkien
Kaohsiung,2733964,Point(120.2975 22.615),Taiwan,Asia,Taiwanese Hokkien
Taichung,3033885,Point(120.679444444 24.143888888),Taiwan,Asia,Taiwanese Hokkien
Tainan,1874686,Point(120.185 22.99),Taiwan,Asia,Taiwanese Hokkien
Taipei,2442991,Point(121.5625 25.0375),Taiwan,Asia,Taiwanese Hokkien
Taichung,2867537,Point(120.679444444 24.143888888),Taiwan,Asia,Taiwanese Hokkien
Taoyuan,2352683,Point(121.314328 24.991278),Taiwan,Asia,Taiwanese Hokkien
Vienna,2028289,Point(16.3725 48.208333333),Austria,Europe,Austrian Sign Language
New Taipei,4046037,Point(121.465 25.0125),Taiwan,Asia,Taiwanese Hokkien
Kaohsiung,2721500,Point(120.2975 22.615),Taiwan,Asia,Taiwanese Hokkien
Guayaquil,2650288,Point(-79.8875 -2.19),Ecuador,South America,Shuar
Quito,1763275,Point(-78.5125 -0.22),Ecuador,South America,Shuar
Sydney,5450496,Point(151.21 -33.867777777),Australia,Oceania,Australian English
Adelaide,1387290,Point(138.6 -34.9275),Australia,Oceania,Australian English
Perth,2141834,Point(115.859722222 -31.955833333),Australia,Oceania,Australian English
